ai	Agent	ai-hedge-fund	git@github.com:virattt/ai-hedge-fund.git
ai	Tutorial	AI-Interview	git@github.com:xgwangdl/AI-Interview.git
ai	Tutorial	awesome-mcp-servers	git@github.com:punkpeye/awesome-mcp-servers.git
ai	Platform	camunda	git@github.com:camunda/camunda.git
ai	RAG	dify	git@github.com:langgenius/dify.git
ai	Tutorial	dive-into-llms	git@github.com:Lordog/dive-into-llms.git
ai	Platform	higress	git@github.com:alibaba/higress.git
ai	Framework	langchain4j	git@github.com:langchain4j/langchain4j.git
ai	RAG	n8n	git@github.com:n8n-io/n8n.git
java	Middleware	nacos	git@github.com:alibaba/nacos.git
ai	Agent	openclaw	git@github.com:openclaw/openclaw.git
ai	Agent	opencode	git@github.com:anomalyco/opencode.git
ai	Agent	SmartEngine	git@github.com:alibaba/SmartEngine.git
ai	Framework	spring-ai-alibaba	git@github.com:alibaba/spring-ai-alibaba.git
ai	Framework	spring-ai-alibaba-examples	git@github.com:springaialibaba/spring-ai-alibaba-examples.git
ai	Framework	SpringAI-Alibaba-Quickstart	git@github.com:GTyingzi/SpringAI-Alibaba-Quickstart.git
ai	Platform	temporal	git@github.com:temporalio/temporal.git
java	Distributed	Sentinel	git@github.com:alibaba/Sentinel.git
java	Alipay	sofa-ark	git@gitee.com:sofastack/sofa-ark.git
java	Alipay	sofa-bolt	git@gitee.com:sofastack/sofa-bolt.git
java	Alipay	sofa-boot	git@gitee.com:sofastack/sofa-boot.git
java	Alipay	sofa-common-tools	git@gitee.com:sofastack/sofa-common-tools.git
java	Alipay	sofa-jraft	git@gitee.com:sofastack/sofa-jraft.git
java	Alipay	sofa-lookout	git@gitee.com:sofastack/sofa-lookout.git
java	Alipay	sofa-registry	git@gitee.com:sofastack/sofa-registry.git
java	Alipay	sofa-rpc	git@gitee.com:sofastack/sofa-rpc.git
java	Alipay	sofa-tracer	git@gitee.com:sofastack/sofa-tracer.git
java	Base	dynamic-proxy	git@gitee.com:mirrors/dynamic-proxy.git
java	Base	fucking-java-concurrency	git@github.com:oldratlee/fucking-java-concurrency.git
java	Base	Java	git@github.com:TheAlgorithms/Java.git
java	Base	java-base	git@github.com:singgel/java-base.git
java	Base	java-design-patterns	git@github.com:iluwatar/java-design-patterns.git
java	BigData	BigData-Notes	git@github.com:heibaiying/BigData-Notes.git
java	BigData	flink-learning	git@github.com:zhisheng17/flink-learning.git
java	Courses	apollo_lab	git@gitee.com:geektime-geekbang/apollo_lab.git
java	Courses	case_study_lab	git@github.com:spring2go/case_study_lab.git
java	Courses	cat_lab	git@gitee.com:geektime-geekbang/cat_lab.git
java	Courses	core-spring-patterns	git@github.com:spring2go/core-spring-patterns.git
java	Courses	eureka_lab	git@gitee.com:geektime-geekbang/eureka_lab.git
java	Courses	hystrix_lab	git@gitee.com:geektime-geekbang/hystrix_lab.git
java	Courses	k8s-msa-in-action-ppt	git@github.com:spring2go/k8s-msa-in-action-ppt.git
java	Courses	oauth2lab	git@gitee.com:geektime-geekbang/oauth2lab.git
java	Courses	okcache	git@github.com:spring2go/okcache.git
java	Courses	piggymetrics	git@gitee.com:geektime-geekbang/piggymetrics.git
java	Courses	prom_lab	git@gitee.com:geektime-geekbang/prom_lab.git
java	Courses	s2g-zuul	git@github.com:spring2go/s2g-zuul.git
java	Courses	staffjoy	git@gitee.com:geektime-geekbang/staffjoy.git
java	Courses	zuul_lab	git@gitee.com:geektime-geekbang/zuul_lab.git
java	chaos	chaos-mesh	git@github.com:chaos-mesh/chaos-mesh.git
java	chaos	chaosblade	git@github.com:chaosblade-io/chaosblade.git
java	chaos	chaosblade-box-agent	git@github.com:chaosblade-io/chaosblade-box-agent.git
java	chaos	chaosd	git@github.com:chaos-mesh/chaosd.git
java	Distributed	blade-tool	git@gitee.com:smallc/blade-tool.git
java	Distributed	cobarclient	git@gitee.com:mirrors/cobarclient.git
java	Distributed	dbsplit	git@gitee.com:my_tony/dbsplit.git
java	Distributed	dlock	git@github.com:baidu/dlock.git
java	Distributed	ff4j	git@gitee.com:mirrors/ff4j.git
java	Distributed	gravitee-gateway	git@github.com:gravitee-io/gravitee-gateway.git
java	Distributed	incubator-dubbo	git@github.com:apache/incubator-dubbo.git
java	Distributed	J2Cache	git@gitee.com:ld/J2Cache.git
java	Distributed	jetcache	git@gitee.com:mirrors/JetCache.git
java	Distributed	kclient	git@gitee.com:my_tony/kclient.git
java	Distributed	redic	git@gitee.com:my_tony/redic.git
java	Distributed	sharding-sphere	git@gitee.com:Sharding-Sphere/sharding-sphere.git
java	Distributed	tinyid	git@gitee.com:didiopensource/tinyid.git
java	Distributed	uid-generator	git@github.com:baidu/uid-generator.git
java	Distributed	vesta-id-generator	git@gitee.com:my_tony/vesta-id-generator.git
java	Examples	cim	git@github.com:crossoverJie/cim.git
java	Examples	eladmin	git@gitee.com:elunez/eladmin.git
java	Examples	FEBS-Shiro	git@gitee.com:mirrors/FEBS-Shiro.git
java	Examples	litemall	git@gitee.com:linlinjava/litemall.git
java	Examples	miaosha	git@github.com:qiurunze123/miaosha.git
java	Examples	netty-learning-example	git@gitee.com:sanshengshui/netty-learning-example.git
java	Examples	platform	git@gitee.com:fuyang_lipengjun/platform.git
java	Examples	roncoo-pay	git@gitee.com:roncoocom/roncoo-pay.git
java	Examples	zuihou-admin-cloud	git@github.com:zuihou/zuihou-admin-cloud.git
java	Examples	zuihou-commons	git@github.com:zuihou/zuihou-commons.git
java	Framework	actframework	git@gitee.com:actframework/actframework.git
java	Framework	jfinal	git@gitee.com:jfinal/jfinal.git
java	Framework	mybatis-3	git@github.com:mybatis/mybatis-3.git
java	Framework	mybatis-plus	git@gitee.com:baomidou/mybatis-plus.git
java	Framework	renren-security	git@gitee.com:renrenio/renren-security.git
java	Framework	zheng	git@gitee.com:shuzheng/zheng.git
java	Courses	geekbang-lessons	git@gitee.com:geektime-geekbang/geekbang-lessons.git
java	Courses	geekbang-zk-course	git@gitee.com:geektime-geekbang/geekbang-zk-course.git
java	Courses	geekbanglinux	git@gitee.com:geektime-geekbang/geekbanglinux.git
java	Courses	geektime-cache	git@gitee.com:geektime-geekbang/geektime-cache.git
java	Courses	geektime-distributed	git@gitee.com:geektime-geekbang/geektime-distributed.git
java	Courses	geektime-mongodb-course	git@gitee.com:geektime-geekbang/geektime-mongodb-course.git
java	Courses	geektime-nginx	git@gitee.com:geektime-geekbang/geektime-nginx.git
java	Courses	geektime-servicemesh	git@gitee.com:geektime-geekbang/geektime-servicemesh.git
java	Courses	geektime-spring-family	git@github.com:geektime-geekbang/geektime-spring-family.git
java	Courses	geek_netty	git@github.com:jiafu1115/geek_netty.git
java	Courses	go_learning	git@github.com:superman-geek-time/go_learning.git
